Year,PartnerCountryCode,PartnerCountries,Import,Export
2001,2010,Mexico,10706,10297
2002,2010,Mexico,9981.9,10022.5
2003,2010,Mexico,10830.47187,10957.74635
2004,2010,Mexico,11200.69738,11709.18403
2005,2010,Mexico,12073.87754,12607.08622
2006,2010,Mexico,15227.89873,14820.116
2007,2010,Mexico,15373.41478,15142.80096
2008,2010,Mexico,17054.4899,17674.54862
2009,2010,Mexico,12464.88032,12379.80093
2010,2010,Mexico,16089.40131,16459.3035
2011,2010,Mexico,19606.41106,19053.57811
2012,2010,Mexico,21503.92623,22617.16585
2013,2010,Mexico,21549.88196,21914.70031
2001,2050,Guatemala,228.7,202.8
2002,2050,Guatemala,216.5,195.7
2003,2050,Guatemala,246.888788,238.146078
2004,2050,Guatemala,217.039948,223.636037
2005,2050,Guatemala,244.009334,262.631289
2006,2050,Guatemala,215.074969,228.297514
2007,2050,Guatemala,230.14491,239.755918
2008,2050,Guatemala,297.650765,279.416356
2009,2050,Guatemala,196.601285,203.049391
2010,2050,Guatemala,243.207646,269.432484
2011,2050,Guatemala,320.689493,333.939083
2012,2050,Guatemala,376.323569,341.497955
2013,2050,Guatemala,314.766155,329.127496
2001,2080,Belize,4.1,14.5
2002,2080,Belize,4.3,5.8
2003,2080,Belize,5.352117,9.392373
2004,2080,Belize,5.554294,8.280676
2005,2080,Belize,5.172393,14.463137
2006,2080,Belize,4.656801,10.228572
2007,2080,Belize,5.830802,12.054445
2008,2080,Belize,10.606312,7.421412
2009,2080,Belize,6.573171,8.535899
2010,2080,Belize,2.170355,3.240765
2011,2080,Belize,8.66908,14.554609
2012,2080,Belize,13.922079,23.858524
2013,2080,Belize,11.068201,4.99693
2001,2110,El Salvador,121.4,148.9
2002,2110,El Salvador,146.1,143.3
2003,2110,El Salvador,148.363986,153.365969
2004,2110,El Salvador,138.917541,155.837311
2005,2110,El Salvador,133.892204,155.508478
2006,2110,El Salvador,122.112822,158.051339
2007,2110,El Salvador,153.409581,154.171118
2008,2110,El Salvador,144.237521,174.004181
2009,2110,El Salvador,131.049501,140.999114
2010,2110,El Salvador,126.299696,150.670516
2011,2110,El Salvador,166.256579,190.512719
2012,2110,El Salvador,196.402966,198.024183
2013,2110,El Salvador,177.71097,197.948413
2001,2150,Honduras,206.7,266.4
2002,2150,Honduras,194.6,249.1
2003,2150,Honduras,215.308085,262.972936
2004,2150,Honduras,211.741161,281.232397
2005,2150,Honduras,246.823508,302.884417
2006,2150,Honduras,255.995349,303.633354
2007,2150,Honduras,254.361797,294.931422
2008,2150,Honduras,249.705314,326.424703
2009,2150,Honduras,201.281788,257.874873
2010,2150,Honduras,221.322956,288.328918
2011,2150,Honduras,275.046045,370.141639
2012,2150,Honduras,266.655009,378.047917
2013,2150,Honduras,281.938163,361.280127
2001,2190,Nicaragua,51.9,49.6
2002,2190,Nicaragua,49.8,53.7
2003,2190,Nicaragua,60.251651,56.969858
2004,2190,Nicaragua,61.760641,75.850968
2005,2190,Nicaragua,89.291456,91.79053
2006,2190,Nicaragua,109.8432,149.12863
2007,2190,Nicaragua,117.447542,113.537002
2008,2190,Nicaragua,128.221001,150.044535
2009,2190,Nicaragua,97.234162,124.632507
2010,2190,Nicaragua,112.031938,149.453902
2011,2190,Nicaragua,155.9975,181.085048
2012,2190,Nicaragua,200.465989,222.564089
2013,2190,Nicaragua,199.870013,219.96952
2001,2230,Costa Rica,205.5,229.5
2002,2230,Costa Rica,188.1,232.4
2003,2230,Costa Rica,253.733186,286.043059
2004,2230,Costa Rica,213.829058,287.539115
2005,2230,Costa Rica,228.242767,250.417736
2006,2230,Costa Rica,265.07986,292.579892
2007,2230,Costa Rica,269.552957,308.33619
2008,2230,Costa Rica,303.470146,350.706437
2009,2230,Costa Rica,225.779387,256.579705
2010,2230,Costa Rica,580.116379,535.692663
2011,2230,Costa Rica,676.170679,687.880937
2012,2230,Costa Rica,878.619196,972.088163
2013,2230,Costa Rica,836.393347,935.518068
2001,2250,Panama,200,200
2002,2250,Panama,200,200
2003,2250,Panama,200,200
2004,2250,Panama,200,200
2005,2250,Panama,200,200
2006,2250,Panama,200,200
2007,2250,Panama,200,200
2008,2250,Panama,200,200
2009,2250,Panama,200,200
2010,2250,Panama,200,200
2011,2250,Panama,200,200
2012,2250,Panama,200,200
2013,2250,Panama,200,200
2001,2320,Bermuda,0.8,0.8
2002,2320,Bermuda,0.7,1.1
2003,2320,Bermuda,0.84752,1.073643
2004,2320,Bermuda,0.780348,0.569293
2005,2320,Bermuda,2.351757,0.799324
2006,2320,Bermuda,0.822483,0.442073
2007,2320,Bermuda,1.979411,0.781278
2008,2320,Bermuda,0.996801,0.654554
2009,2320,Bermuda,0.385724,0.830112
2010,2320,Bermuda,8.832869,0.420938
2011,2320,Bermuda,0.310173,0.398294
2012,2320,Bermuda,0.8361,1.390441
2013,2320,Bermuda,1.105168,0.799287
2001,2360,Bahamas,24.6,25.5
2002,2360,Bahamas,33.6,25.4
2003,2360,Bahamas,34.292117,38.723447
2004,2360,Bahamas,44.358419,48.886559
2005,2360,Bahamas,51.985918,70.617075
2006,2360,Bahamas,41.590853,63.961301
2007,2360,Bahamas,64.744124,41.425868
2008,2360,Bahamas,65.976349,46.277899
2009,2360,Bahamas,46.370915,72.810261
2010,2360,Bahamas,48.254702,81.023816
2011,2360,Bahamas,61.580856,78.261527
2012,2360,Bahamas,29.862408,25.820762
2013,2360,Bahamas,86.541345,32.255935
2001,2390,Cuba,99999,99999
2002,2390,Cuba,0,0
2003,2390,Cuba,9999,0
2004,2390,Cuba,0,0.033329
2005,2390,Cuba,0,0
2006,2390,Cuba,0,0
2007,2390,Cuba,0,0.202151
2008,2390,Cuba,0,0
2009,2390,Cuba,0,0
2010,2390,Cuba,0,0
2011,2390,Cuba,0,0
2012,2390,Cuba,0,0
2013,2390,Cuba,0,0
2001,2410,Jamaica,29.3,35.3
2002,2410,Jamaica,28.6,33.1
2003,2410,Jamaica,38.177604,33.257723
2004,2410,Jamaica,23.080214,22.437595
2005,2410,Jamaica,27.416627,22.192126
2006,2410,Jamaica,29.831828,45.201358
2007,2410,Jamaica,57.605283,47.96016
2008,2410,Jamaica,48.955596,52.645129
2009,2410,Jamaica,40.851173,24.066627
2010,2410,Jamaica,24.470528,30.386442
2011,2410,Jamaica,15.753269,28.033342
2012,2410,Jamaica,33.942257,31.927805
2013,2410,Jamaica,41.625068,60.204604
2001,2430,Turks and Caicos Islands,0.4,0.5
2002,2430,Turks and Caicos Islands,0.6,0.5
2003,2430,Turks and Caicos Islands,0.210662,0.497412
2004,2430,Turks and Caicos Islands,0.382743,0.414141
2005,2430,Turks and Caicos Islands,0.502601,0.123385
2006,2430,Turks and Caicos Islands,0.644276,0.528826
2007,2430,Turks and Caicos Islands,0.755097,0.86188
2008,2430,Turks and Caicos Islands,0.401222,0.775146
2009,2430,Turks and Caicos Islands,0.822586,0.681295
2010,2430,Turks and Caicos Islands,0.481465,0.96908
2011,2430,Turks and Caicos Islands,0.927424,0.703343
2012,2430,Turks and Caicos Islands,0.761363,0.662116
2013,2430,Turks and Caicos Islands,0.686292,0.497234
2001,2440,Cayman Islands,0.1,0.1
2002,2440,Cayman Islands,0.4,0.2
2003,2440,Cayman Islands,1.101886,1.886976
2004,2440,Cayman Islands,0.619935,0.322286
2005,2440,Cayman Islands,0.919886,0.704555
2006,2440,Cayman Islands,1.561504,1.255617
2007,2440,Cayman Islands,4.181234,1.610197
2008,2440,Cayman Islands,0.607228,0.550702
2009,2440,Cayman Islands,1.433212,0.790026
2010,2440,Cayman Islands,0.599687,0.488457
2011,2440,Cayman Islands,0.750699,1.572723
2012,2440,Cayman Islands,0.826176,0.961286
2013,2440,Cayman Islands,4.805534,9.966224
2001,2450,Haiti,17.7,21.5
2002,2450,Haiti,13.9,16.3
2003,2450,Haiti,16.214502,25.077773
2004,2450,Haiti,17.768909,29.369847
2005,2450,Haiti,21.040946,30.617258
2006,2450,Haiti,23.111432,31.535959
2007,2450,Haiti,26.152208,43.293136
2008,2450,Haiti,18.96703,28.076125
2009,2450,Haiti,20.897777,40.692035
2010,2450,Haiti,6.401135,29.396001
2011,2450,Haiti,34.478233,58.293937
2012,2450,Haiti,34.378523,55.458149
2013,2450,Haiti,46.279035,62.965383
2001,2470,Dominican Republic,252,324.3
2002,2470,Dominican Republic,194.5,312.3
2003,2470,Dominican Republic,225.669461,336.015177
2004,2470,Dominican Republic,238.556311,368.72802
2005,2470,Dominican Republic,235.433734,366.204659
2006,2470,Dominican Republic,273.77511,350.068703
2007,2470,Dominican Republic,242.813564,353.477409
2008,2470,Dominican Republic,246.709465,346.450819
2009,2470,Dominican Republic,185.989638,275.221912
2010,2470,Dominican Republic,183.301486,269.16778
2011,2470,Dominican Republic,223.151344,322.768653
2012,2470,Dominican Republic,267.584205,370.551284
2013,2470,Dominican Republic,276.272418,327.554828
2001,2481,Anguilla,0,0.2
2002,2481,Anguilla,0,0.1
2003,2481,Anguilla,0.03152,0.231358
2004,2481,Anguilla,0.082309,0.042689
2005,2481,Anguilla,0.045504,0.177802
2006,2481,Anguilla,0.028952,0.526593
2007,2481,Anguilla,0.440031,0.553243
2008,2481,Anguilla,0.241894,0.242823
2009,2481,Anguilla,0.339494,0.476522
2010,2481,Anguilla,0.145726,0.291679
2011,2481,Anguilla,0.330284,0.23908
2012,2481,Anguilla,0.280854,0.380463
2013,2481,Anguilla,0.312238,0.390336
2001,2482,British Virgin Islands,0.7,1.1
2002,2482,British Virgin Islands,7.8,2.7
2003,2482,British Virgin Islands,2.197849,0.974899
2004,2482,British Virgin Islands,1.416589,1.868286
2005,2482,British Virgin Islands,15.8699,1.549721
2006,2482,British Virgin Islands,7.048673,1.470393
2007,2482,British Virgin Islands,0.367547,0.87465
2008,2482,British Virgin Islands,0.441871,0.26995
2009,2482,British Virgin Islands,0.509756,0.15469
2010,2482,British Virgin Islands,9.875348,0.424679
2011,2482,British Virgin Islands,0.261893,0.12384
2012,2482,British Virgin Islands,0.464445,0.216069
2013,2482,British Virgin Islands,0.364946,0.181023
2001,2483,St Kitts and Nevis,3.4,3.4
2002,2483,St Kitts and Nevis,2.9,3.8
2003,2483,St Kitts and Nevis,4.077702,3.962189
2004,2483,St Kitts and Nevis,3.14773,3.113816
2005,2483,St Kitts and Nevis,3.509925,3.921806
2006,2483,St Kitts and Nevis,3.077059,4.168277
2007,2483,St Kitts and Nevis,3.951022,4.417273
2008,2483,St Kitts and Nevis,4.432578,4.994413
2009,2483,St Kitts and Nevis,3.31031,3.082366
2010,2483,St Kitts and Nevis,2.480722,3.328417
2011,2483,St Kitts and Nevis,3.069681,4.442821
2012,2483,St Kitts and Nevis,4.243155,4.874753
2013,2483,St Kitts and Nevis,3.401011,3.512104
2001,2484,Antigua and Barbuda,0.1,0.1
2002,2484,Antigua and Barbuda,0.1,0.5
2003,2484,Antigua and Barbuda,0.263177,0.067743
2004,2484,Antigua and Barbuda,0.292094,0.38415
2005,2484,Antigua and Barbuda,0.454007,0.150278
2006,2484,Antigua and Barbuda,0.461054,0.763567
2007,2484,Antigua and Barbuda,1.010899,1.348104
2008,2484,Antigua and Barbuda,0.433642,0.297866
2009,2484,Antigua and Barbuda,1.683332,0.290599
2010,2484,Antigua and Barbuda,0.476489,0.192461
2011,2484,Antigua and Barbuda,0.371918,0.31537
2012,2484,Antigua and Barbuda,1.402097,0.402322
2013,2484,Antigua and Barbuda,1.420217,1.256247
2001,2485,Montserrat,0,0
2002,2485,Montserrat,0,0
2003,2485,Montserrat,0.10477,0.00924
2004,2485,Montserrat,0.093415,0.019961
2005,2485,Montserrat,0.014777,0.006953
2006,2485,Montserrat,0.287877,0.004469
2007,2485,Montserrat,0.00092,0.008003
2008,2485,Montserrat,0.019949,0.126733
2009,2485,Montserrat,0.075924,0.254147
2010,2485,Montserrat,0.000114,0.139874
2011,2485,Montserrat,0.088367,0.246476
2012,2485,Montserrat,0.201582,0.377636
2013,2485,Montserrat,0.048076,0.03044
2001,2486,Dominica,0.3,0.3
2002,2486,Dominica,1.3,0.6
2003,2486,Dominica,0.136007,0.084924
2004,2486,Dominica,0.424852,0.207922
2005,2486,Dominica,0.294196,0.179466
2006,2486,Dominica,0.917433,0.412841
2007,2486,Dominica,0.113146,0.16648
2008,2486,Dominica,0.300376,0.298448
2009,2486,Dominica,0.203275,0.155853
2010,2486,Dominica,0.311719,0.025226
2011,2486,Dominica,0.368569,0.342232
2012,2486,Dominica,0.084854,0.074121
2013,2486,Dominica,0.497825,0.135725
2001,2487,St Lucia,1.3,1.5
2002,2487,St Lucia,1.2,1.4
2003,2487,St Lucia,0.974064,1.237178
2004,2487,St Lucia,0.88452,1.239488
2005,2487,St Lucia,0.905983,1.23898
2006,2487,St Lucia,15.72255,1.903602
2007,2487,St Lucia,1.365442,1.385351
2008,2487,St Lucia,1.377741,1.571655
2009,2487,St Lucia,1.172664,1.578282
2010,2487,St Lucia,1.331763,1.380239
2011,2487,St Lucia,1.501638,1.185725
2012,2487,St Lucia,1.577843,1.388815
2013,2487,St Lucia,0.795593,1.133268
2001,2488,St Vincent and the Grenadines,0.1,0.2
2002,2488,St Vincent and the Grenadines,1.1,1.1
2003,2488,St Vincent and the Grenadines,1.400167,0.168827
2004,2488,St Vincent and the Grenadines,0.195289,0.162028
2005,2488,St Vincent and the Grenadines,0.219694,0.120507
2006,2488,St Vincent and the Grenadines,0.033785,0.108727
2007,2488,St Vincent and the Grenadines,0.045062,0.186248
2008,2488,St Vincent and the Grenadines,0.015439,0.015276
2009,2488,St Vincent and the Grenadines,0.132583,0.01542
2010,2488,St Vincent and the Grenadines,0.151941,0.078695
2011,2488,St Vincent and the Grenadines,0.125966,0.092304
2012,2488,St Vincent and the Grenadines,0.28576,0.151339
2013,2488,St Vincent and the Grenadines,0.168334,0.123984
2001,2489,Grenada,2.3,2.4
2002,2489,Grenada,0.4,0.2
2003,2489,Grenada,0.22078,0.596744
2004,2489,Grenada,0.395518,0.304599
2005,2489,Grenada,0.36468,0.424793
2006,2489,Grenada,0.339449,0.318847
2007,2489,Grenada,0.257858,1.741755
2008,2489,Grenada,0.25179,0.347358
2009,2489,Grenada,0.196151,0.138503
2010,2489,Grenada,0.255395,0.26467
2011,2489,Grenada,0.164329,0.195465
2012,2489,Grenada,0.156255,0.149141
2013,2489,Grenada,0.275227,0.245985
2001,2720,Barbados,3.4,3.8
2002,2720,Barbados,2.1,2.8
2003,2720,Barbados,1.901525,2.814029
2004,2720,Barbados,1.542183,4.089978
2005,2720,Barbados,2.300468,2.891506
2006,2720,Barbados,2.844502,3.081858
2007,2720,Barbados,2.686977,2.065785
2008,2720,Barbados,3.481842,3.098672
2009,2720,Barbados,2.231404,1.739062
2010,2720,Barbados,2.891999,2.83923
2011,2720,Barbados,4.306062,2.3347
2012,2720,Barbados,4.291066,4.877971
2013,2720,Barbados,4.291267,4.168394
2001,2740,Trinidad and Tobago,274.2,238.7
2002,2740,Trinidad and Tobago,131.3,122.9
2003,2740,Trinidad and Tobago,310.453917,286.900467
2004,2740,Trinidad and Tobago,459.570515,487.175817
2005,2740,Trinidad and Tobago,544.7239,481.246733
2006,2740,Trinidad and Tobago,814.050211,621.77159
2007,2740,Trinidad and Tobago,694.728944,676.503038
2008,2740,Trinidad and Tobago,867.876212,772.751249
2009,2740,Trinidad and Tobago,394.393959,396.007619
2010,2740,Trinidad and Tobago,623.501723,537.106338
2011,2740,Trinidad and Tobago,590.701584,453.282634
2012,2740,Trinidad and Tobago,809.892864,652.007257
2013,2740,Trinidad and Tobago,651.091523,457.70945
2001,2771,Netherlands Antilles,61.4,48.8
2002,2771,Netherlands Antilles,28.8,23.4
2003,2771,Netherlands Antilles,78.198724,62.504183
2004,2771,Netherlands Antilles,21.825377,66.204952
2005,2771,Netherlands Antilles,48.955045,54.41781
2006,2771,Netherlands Antilles,127.320345,97.031939
2007,2771,Netherlands Antilles,85.573334,45.425356
2008,2771,Netherlands Antilles,139.279447,51.811547
2009,2771,Netherlands Antilles,47.612538,61.387809
2010,2771,Netherlands Antilles,57.219021,84.692296
2011,2771,Netherlands Antilles,162.787329,260.378443
2011,2774,Sint Maarten,0,0
2012,2774,Sint Maarten,6.136117,5.327753
2013,2774,Sint Maarten,5.376529,5.121926
2011,2777,Curacao,0,0
2012,2777,Curacao,70.515997,88.025811
2013,2777,Curacao,65.39483,40.950324
2001,2779,Aruba,204.1,127.5
2002,2779,Aruba,82,78.3
2003,2779,Aruba,54.564681,133.308335
2004,2779,Aruba,134.848092,104.866245
2005,2779,Aruba,156.802755,192.248304
2006,2779,Aruba,301.731745,142.735376
2007,2779,Aruba,278.032804,186.820493
2008,2779,Aruba,273.173946,104.533371
2009,2779,Aruba,173.547793,173.550323
2010,2779,Aruba,0.9474,2.555936
2011,2779,Aruba,48.82732,210.609801
2012,2779,Aruba,180.33838,211.559896
2013,2779,Aruba,4.603817,5.994984
2001,2831,Guadeloupe,0.2,0.3
2002,2831,Guadeloupe,0.4,1.1
2003,2831,Guadeloupe,0.582286,0.488485
2004,2831,Guadeloupe,0.280278,0.033316
2005,2831,Guadeloupe,0.034983,0.333044
2006,2831,Guadeloupe,0.317389,0.05815
2007,2831,Guadeloupe,0.202982,0.464493
2008,2831,Guadeloupe,0.33489,2.352786
2009,2831,Guadeloupe,0.291853,0.091655
2010,2831,Guadeloupe,0.03853,0.086097
2011,2831,Guadeloupe,0.067702,0.072232
2012,2831,Guadeloupe,0.464502,0.0404
2013,2831,Guadeloupe,1.606386,1.183823
2001,2839,_3tinique,0.2,0
2002,2839,_3tinique,0,0.1
2003,2839,_3tinique,0.067557,0.165245
2004,2839,_3tinique,0.017626,0.425491
2005,2839,_3tinique,0.011312,0.045854
2006,2839,_3tinique,0.26764,0.049358
2007,2839,_3tinique,0.202915,0.019983
2008,2839,_3tinique,0.105502,2.927736
2009,2839,_3tinique,0.003619,0
2010,2839,_3tinique,0.366621,3.122234
2011,2839,_3tinique,0.077672,0.005065
2012,2839,_3tinique,3.23515,2.675236
2013,2839,_3tinique,0.913332,0.837012
2001,3010,Colombia,615.9,482.2
2002,3010,Colombia,413.8,372.6
2003,3010,Colombia,526.302499,551.286051
2004,3010,Colombia,600.670076,502.000764
2005,3010,Colombia,630.758695,584.623068
2006,3010,Colombia,778.214229,710.335084
2007,3010,Colombia,736.297482,652.017947
2008,3010,Colombia,1065.543563,989.291625
2009,3010,Colombia,690.138717,698.618827
2010,3010,Colombia,1061.325184,1172.037764
2011,3010,Colombia,1629.098884,1178.369382
2012,3010,Colombia,2015.63365,2047.136602
2013,3010,Colombia,1952.194288,1661.295934
2001,3070,Venezuela,1678.3,1323.8
2002,3070,Venezuela,916.3,752.8
2003,3070,Venezuela,399.474686,690.051481
2004,3070,Venezuela,1764.850051,1705.65374
2005,3070,Venezuela,2518.095071,2154.531316
2006,3070,Venezuela,3140.60155,2888.031946
2007,3070,Venezuela,2463.278621,2237.819684
2008,3070,Venezuela,4224.855639,3442.384927
2009,3070,Venezuela,2001.015733,1793.536489
2010,3070,Venezuela,2222.112885,2707.945043
2011,3070,Venezuela,3685.285991,2822.060683
2012,3070,Venezuela,3224.633651,3065.826907
2013,3070,Venezuela,3408.896297,2182.915755
2001,3120,Guyana,3,3
2002,3120,Guyana,3,3
2003,3120,Guyana,3,3
2004,3120,Guyana,3,3
2005,3120,Guyana,3,3
2006,3120,Guyana,3,3
2007,3120,Guyana,3,3
2008,3120,Guyana,3,3
2009,3120,Guyana,3,3
2010,3120,Guyana,3,3
2011,3120,Guyana,3,3
2012,3120,Guyana,3,3
2013,3120,Guyana,3,3
2001,3150,Suriname,19.8,8.8
2002,3150,Suriname,13.4,11.5
2003,3150,Suriname,15.567007,6.853788
2004,3150,Suriname,14.37015,3.817731
2005,3150,Suriname,6.201474,11.117023
2006,3150,Suriname,11.528806,9.237257
2007,3150,Suriname,10.845439,6.935365
2008,3150,Suriname,8.200869,11.232187
2009,3150,Suriname,16.49351,4.772774
2010,3150,Suriname,10.747823,15.969774
2011,3150,Suriname,13.893524,30.953344
2012,3150,Suriname,28.155019,20.813673
2013,3150,Suriname,20.675839,37.947471
2001,3170,French Guiana,0.1,0
2002,3170,French Guiana,0,0
2003,3170,French Guiana,3.043417,0.041938
2004,3170,French Guiana,0.000291,0.01674
2005,3170,French Guiana,0,0.027333
2006,3170,French Guiana,0.224499,0.000723
2007,3170,French Guiana,0,0.003079
2008,3170,French Guiana,0.025934,0
2009,3170,French Guiana,0.000262,0
2010,3170,French Guiana,0.004,0.06466
2011,3170,French Guiana,0.000024,0.013137
2012,3170,French Guiana,0,0.308155
2013,3170,French Guiana,0.004454,0
2001,3310,Ecuador,190.1,165.2
2002,3310,Ecuador,140.2,153.6
2003,3310,Ecuador,198.877398,239.900671
2004,3310,Ecuador,311.633636,294.222196
2005,3310,Ecuador,432.379516,459.515039
2006,3310,Ecuador,655.142581,477.279222
2007,3310,Ecuador,564.564445,397.197632
2008,3310,Ecuador,918.490253,645.9327
2009,3310,Ecuador,374.755456,346.714733
2010,3310,Ecuador,639.411541,413.129223
2011,3310,Ecuador,702.447103,897.893038
2012,3310,Ecuador,584.118984,739.221917
2013,3310,Ecuador,1017.149404,808.900962
2001,3330,Peru,172.9,139.2
2002,3330,Peru,157.3,128.6
2003,3330,Peru,175.04362,178.233449
2004,3330,Peru,228.805894,262.08053
2005,3330,Peru,331.846994,396.835784
2006,3330,Peru,481.0925,457.295947
2007,3330,Peru,441.228417,399.20454
2008,3330,Peru,472.718905,525.122789
2009,3330,Peru,404.988749,254.05392
2010,3330,Peru,379.996696,390.371148
2011,3330,Peru,681.866855,456.223024
2012,3330,Peru,573.253004,546.710348
2013,3330,Peru,632.257325,628.965503
2001,3350,Bolivia,14.8,14.6
2002,3350,Bolivia,16.4,10.2
2003,3350,Bolivia,15.030633,13.459542
2004,3350,Bolivia,13.093784,22.115488
2005,3350,Bolivia,16.435689,19.912578
2006,3350,Bolivia,42.014073,20.382811
2007,3350,Bolivia,40.311793,24.106773
2008,3350,Bolivia,22.662913,58.527031
2009,3350,Bolivia,30.843489,24.279101
2010,3350,Bolivia,44.507533,53.359225
2011,3350,Bolivia,63.765335,65.740169
2012,3350,Bolivia,110.57352,60.250507
2013,3350,Bolivia,298.155805,42.662568
2001,3370,Chile,390.5,291.4
2002,3370,Chile,447.4,350.6
2003,3370,Chile,400.21646,319.286392
2004,3370,Chile,358.582022,346.296517
2005,3370,Chile,670.291963,544.718939
2006,3370,Chile,843.349493,739.287795
2007,3370,Chile,941.010838,770.748352
2008,3370,Chile,766.554781,868.230453
2009,3370,Chile,731.490842,601.903076
2010,3370,Chile,833.261668,645.300607
2011,3370,Chile,872.563361,731.841053
2012,3370,Chile,798.996638,822.734122
2013,3370,Chile,1109.446447,1012.821149
2001,3510,Brazil,1360,1049.9
2002,3510,Brazil,1093,1024.2
2003,3510,Brazil,1434.333961,1305.320522
2004,3510,Brazil,1393.365326,1208.526471
2005,3510,Brazil,2038.070725,1707.488922
2006,3510,Brazil,2006.435172,1857.874777
2007,3510,Brazil,2045.625431,1645.163841
2008,3510,Brazil,2283.882839,2046.976144
2009,3510,Brazil,1810.866138,1342.384178
2010,3510,Brazil,1942.338948,1432.141455
2011,3510,Brazil,2206.19446,1983.585501
2012,3510,Brazil,3003.429129,2634.949007
2013,3510,Brazil,2156.339523,1914.371597
2001,3530,Paraguay,2.9,1.7
2002,3530,Paraguay,2.6,2.8
2003,3530,Paraguay,3.651319,2.812211
2004,3530,Paraguay,3.778408,1.49927
2005,3530,Paraguay,5.407696,2.529553
2006,3530,Paraguay,3.600883,2.555133
2007,3530,Paraguay,5.089539,4.150347
2008,3530,Paraguay,5.95236,5.530701
2009,3530,Paraguay,4.269984,3.810788
2010,3530,Paraguay,4.711516,2.634496
2011,3530,Paraguay,5.220458,4.73995
2012,3530,Paraguay,10.742334,6.349281
2013,3530,Paraguay,21.310555,19.362333
2001,3550,Uruguay,20.1,22.5
2002,3550,Uruguay,13.4,12.5
2003,3550,Uruguay,12.675157,11.548596
2004,3550,Uruguay,29.247456,31.402624
2005,3550,Uruguay,54.057532,51.94482
2006,3550,Uruguay,55.332073,47.670962
2007,3550,Uruguay,50.098087,49.751559
2008,3550,Uruguay,19.457171,17.586705
2009,3550,Uruguay,23.621846,19.242132
2010,3550,Uruguay,14.05752,12.657921
2011,3550,Uruguay,17.614333,19.198672
2012,3550,Uruguay,28.948033,19.640629
2013,3550,Uruguay,35.801176,26.042711
2001,3570,Argentina,277.7,200.3
2002,3570,Argentina,266.7,192
2003,3570,Argentina,273.71432,282.316372
2004,3570,Argentina,266.861343,233.359006
2005,3570,Argentina,406.956389,310.621228
2006,3570,Argentina,370.614699,318.646059
2007,3570,Argentina,336.307554,332.952348
2008,3570,Argentina,496.994591,397.806591
2009,3570,Argentina,393.049344,233.635339
2010,3570,Argentina,252.733103,246.076784
2011,3570,Argentina,452.649135,265.356245
2012,3570,Argentina,441.211873,262.540259
2013,3570,Argentina,316.618056,358.816518
2001,3720,Falkland Islands(Islas Malvin,0.1,1.6
2002,3720,Falkland Islands(Islas Malvin,0.6,0.1
2003,3720,Falkland Islands(Islas Malvin,0.963854,0.590976
